customer_id,recency,frequency,monetary,complaints_count,segment_name
CUST00230,-45,9,8646.32,2.0,Champions
CUST00231,-39,4,2330.3900000000003,0.0,Loyal Customers
CUST00232,-53,3,3010.99,0.0,Loyal Customers
CUST00233,361,3,1626.9899999999998,0.0,Dormant Customers
CUST00234,-26,7,5988.42,0.0,Champions
CUST00235,-48,5,3186.58,0.0,Champions
CUST00236,-43,2,1796.52,1.0,At-Risk Customers
CUST00237,-31,5,4240.2,0.0,Champions
CUST00238,-4,3,3798.2000000000003,2.0,Loyal Customers
CUST00239,320,1,208.1,0.0,Dormant Customers
CUST00240,-43,3,2710.16,1.0,Loyal Customers
CUST00241,-54,4,4566.46,0.0,Loyal Customers
CUST00242,-45,7,4040.24,0.0,Champions
CUST00243,69,4,3129.06,1.0,Loyal Customers
CUST00244,144,2,2449.86,0.0,Loyal Customers
CUST00245,-52,5,3729.23,0.0,Champions
CUST00246,-27,5,3071.41,1.0,Champions
CUST00247,57,11,5611.35,3.0,High-Value But Unhappy
CUST00248,-8,8,4617.07,0.0,Champions
CUST00249,162,3,1761.46,0.0,Loyal Customers
CUST00250,-24,2,1335.96,0.0,At-Risk Customers
CUST00251,41,1,966.73,1.0,At-Risk Customers
CUST00252,190,6,5194.02,0.0,Dormant Customers
CUST00253,191,3,1901.1299999999999,0.0,Dormant Customers
CUST00254,183,4,3041.57,0.0,Dormant Customers
CUST00255,-11,7,5070.56,2.0,Champions
CUST00256,181,2,1727.8400000000001,1.0,Dormant Customers
CUST00257,-10,3,1361.41,0.0,Loyal Customers
CUST00258,-25,11,6740.7300000000005,1.0,Champions
CUST00259,192,1,1519.33,0.0,Dormant Customers
CUST00260,-47,3,2237.58,0.0,Loyal Customers
CUST00261,-54,3,2884.77,0.0,Loyal Customers
CUST00262,-51,3,1649.48,0.0,Loyal Customers
CUST00263,-11,13,8211.17,6.0,High-Value But Unhappy
CUST00264,31,2,671.0999999999999,1.0,At-Risk Customers
CUST00265,-51,3,1918.74,0.0,Loyal Customers
CUST00266,158,4,5306.62,2.0,Loyal Customers
CUST00267,29,4,4026.2300000000005,2.0,Loyal Customers
CUST00268,-21,4,4982.92,1.0,Loyal Customers
CUST00269,-27,4,3130.84,1.0,Loyal Customers
CUST00270,-47,4,3158.67,0.0,Loyal Customers
CUST00271,-51,6,5326.4,0.0,Champions
CUST00272,-7,14,14120.16,0.0,Champions
CUST00273,-38,9,6554.51,4.0,High-Value But Unhappy
CUST00274,-5,2,1003.95,0.0,At-Risk Customers
CUST00275,241,6,3879.21,1.0,Dormant Customers
CUST00276,-51,7,9212.91,0.0,Champions
CUST00277,-55,4,2222.75,0.0,Loyal Customers
CUST00278,69,4,2768.06,2.0,Loyal Customers
CUST00279,-21,10,6562.58,1.0,Champions
CUST00280,-8,9,7889.99,0.0,Champions
CUST00281,35,2,1161.06,0.0,At-Risk Customers
CUST00282,296,2,774.76,1.0,Dormant Customers
CUST00283,-19,11,8318.05,4.0,High-Value But Unhappy
CUST00284,291,2,781.62,0.0,Dormant Customers
CUST00285,-38,5,2538.27,0.0,Champions
CUST00286,369,2,2027.25,1.0,Dormant Customers
CUST00287,-21,7,6816.38,1.0,Champions
CUST00288,110,2,1096.1,1.0,Loyal Customers
CUST00289,-5,3,1303.02,0.0,Loyal Customers
CUST00290,-2,2,878.26,1.0,At-Risk Customers
CUST00291,58,9,5604.34,3.0,High-Value But Unhappy
CUST00292,-53,4,3132.6,1.0,Loyal Customers
CUST00293,230,3,1699.71,0.0,Dormant Customers
CUST00294,-26,3,3612.55,0.0,Loyal Customers
CUST00295,-50,5,4296.54,0.0,Champions
CUST00296,132,4,1989.83,0.0,Loyal Customers
CUST00297,154,1,1130.29,1.0,Loyal Customers
CUST00298,201,1,1122.99,0.0,Dormant Customers
CUST00299,343,4,2302.1800000000003,2.0,Dormant Customers
CUST00300,-13,5,2586.24,0.0,Champions
CUST00301,-34,9,7935.46,3.0,High-Value But Unhappy
CUST00302,148,4,2534.0,3.0,Loyal Customers
CUST00303,-46,8,5373.69,2.0,Champions
CUST00304,87,3,2837.27,1.0,Loyal Customers
CUST00305,166,1,531.59,0.0,Loyal Customers
CUST00306,-14,6,5851.889999999999,2.0,Champions
CUST00307,32,3,2114.17,1.0,Loyal Customers
CUST00308,-18,3,2518.37,0.0,Loyal Customers
CUST00309,8,3,2731.6099999999997,0.0,Loyal Customers
CUST00310,-39,2,1126.21,1.0,At-Risk Customers
CUST00311,48,1,1336.82,0.0,At-Risk Customers
CUST00312,64,1,486.27,0.0,At-Risk Customers
CUST00313,162,1,769.77,1.0,Loyal Customers
CUST00314,16,1,560.98,0.0,At-Risk Customers
CUST00315,-56,12,11129.380000000001,2.0,Champions
CUST00316,97,2,1079.82,1.0,Loyal Customers
CUST00317,100,1,1353.24,0.0,Loyal Customers
CUST00318,-5,6,6278.88,1.0,Champions
CUST00319,147,6,2585.4700000000003,0.0,Loyal Customers
CUST00320,-11,8,5389.51,1.0,Champions
CUST00321,116,6,3100.54,2.0,Loyal Customers
CUST00322,-15,6,3582.34,0.0,Champions
CUST00323,-34,9,7552.84,0.0,Champions
CUST00324,274,4,6039.5599999999995,2.0,Dormant Customers
CUST00325,-58,4,3975.12,0.0,Loyal Customers
CUST00326,124,3,1868.65,1.0,Loyal Customers
CUST00327,2,3,1087.67,0.0,Loyal Customers
CUST00328,322,1,371.68,0.0,Dormant Customers
CUST00329,-53,4,2102.61,0.0,Loyal Customers
CUST00330,-35,4,1658.54,1.0,Loyal Customers
CUST00331,151,5,3450.66,2.0,Loyal Customers
CUST00332,-42,4,4830.33,2.0,Loyal Customers
CUST00333,-31,2,1205.58,0.0,At-Risk Customers
CUST00334,85,3,2170.31,1.0,Loyal Customers
CUST00335,-43,4,2833.44,2.0,Loyal Customers
CUST00336,-56,7,3979.4700000000003,0.0,Champions
CUST00337,7,2,1887.73,1.0,At-Risk Customers
CUST00338,-42,2,1364.21,1.0,At-Risk Customers
CUST00339,-33,5,3070.33,1.0,Champions
CUST00340,-14,10,6781.87,1.0,Champions
CUST00341,-37,2,1262.52,0.0,At-Risk Customers
CUST00342,-60,4,3043.19,1.0,Loyal Customers
CUST00343,-9,6,2874.94,0.0,Champions
CUST00344,-28,6,4985.95,4.0,High-Value But Unhappy
CUST00345,-16,6,6318.72,1.0,Champions
CUST00346,-1,12,10622.109999999999,2.0,Champions
CUST00347,184,4,3311.46,1.0,Dormant Customers
CUST00348,-18,4,3043.55,0.0,Loyal Customers
CUST00349,-46,6,5889.18,0.0,Champions
CUST00350,-60,3,2121.43,0.0,Loyal Customers
CUST00351,-47,8,8615.57,3.0,High-Value But Unhappy
CUST00352,-38,3,2352.36,0.0,Loyal Customers
CUST00353,118,4,1755.1200000000001,1.0,Loyal Customers
CUST00354,-36,6,3470.21,1.0,Champions
CUST00355,171,4,3405.2,2.0,Loyal Customers
CUST00356,-39,6,3137.74,2.0,Champions
CUST00357,42,1,513.15,1.0,At-Risk Customers
CUST00358,101,2,1523.3600000000001,1.0,Loyal Customers
CUST00359,-31,9,6910.4,0.0,Champions
CUST00360,-28,8,9265.23,0.0,Champions
CUST00361,169,1,361.04,1.0,Loyal Customers
CUST00362,-48,6,3159.8599999999997,1.0,Champions
CUST00363,-27,3,1780.5900000000001,1.0,Loyal Customers
CUST00364,359,3,2049.88,2.0,Dormant Customers
CUST00365,158,1,1015.06,0.0,Loyal Customers
CUST00366,-23,6,6762.91,1.0,Champions
CUST00367,212,1,884.81,0.0,Dormant Customers
CUST00368,55,1,348.81,1.0,At-Risk Customers
CUST00369,71,3,2263.62,0.0,Loyal Customers
CUST00370,172,1,452.14,0.0,Loyal Customers
CUST00371,124,3,2631.54,1.0,Loyal Customers
CUST00372,-59,3,1343.1,1.0,Loyal Customers
CUST00373,73,2,1612.8899999999999,0.0,At-Risk Customers
CUST00374,219,2,795.8299999999999,1.0,Dormant Customers
CUST00375,85,6,3564.29,1.0,Loyal Customers
CUST00376,45,8,5532.45,0.0,Champions
CUST00377,80,4,2214.32,0.0,Loyal Customers
CUST00378,99,1,1622.32,0.0,Loyal Customers
CUST00379,75,2,1029.97,0.0,At-Risk Customers
CUST00380,-33,7,3831.9,1.0,Champions
CUST00381,182,1,597.86,1.0,Dormant Customers
CUST00382,-18,3,1584.55,0.0,Loyal Customers
CUST00383,-54,7,5682.3099999999995,3.0,High-Value But Unhappy
CUST00384,-37,3,1529.26,0.0,Loyal Customers
CUST00385,-53,9,6949.7,3.0,High-Value But Unhappy
CUST00386,-27,7,5490.0,1.0,Champions
CUST00387,-60,3,3480.7,0.0,Loyal Customers
CUST00388,37,5,2574.36,1.0,Champions
CUST00389,-60,12,8394.1,3.0,High-Value But Unhappy
CUST00390,54,2,1639.4299999999998,1.0,At-Risk Customers
CUST00391,-11,4,3250.96,0.0,Loyal Customers
CUST00392,133,7,5290.95,0.0,Loyal Customers
CUST00393,-58,3,2797.96,1.0,Loyal Customers
CUST00394,-11,2,1196.59,1.0,At-Risk Customers
CUST00395,-53,4,2294.75,1.0,Loyal Customers
CUST00396,-14,6,3382.7599999999998,1.0,Champions
CUST00397,79,11,9647.73,4.0,Loyal Customers
CUST00398,-31,5,3322.37,1.0,Champions
CUST00399,262,4,2749.65,0.0,Dormant Customers
CUST00400,-26,2,1613.97,0.0,At-Risk Customers
CUST00401,-53,2,1106.27,1.0,At-Risk Customers
CUST00402,132,3,1410.06,1.0,Loyal Customers
CUST00403,-32,3,2404.71,0.0,Loyal Customers
CUST00404,193,6,4631.52,2.0,Dormant Customers
CUST00405,2,1,282.03,1.0,At-Risk Customers
CUST00406,-38,4,1427.6,1.0,Loyal Customers
CUST00407,-44,2,2405.56,0.0,At-Risk Customers
CUST00408,-7,8,4751.44,4.0,High-Value But Unhappy
CUST00409,58,7,4946.35,3.0,High-Value But Unhappy
CUST00410,-10,3,2009.71,1.0,Loyal Customers
CUST00411,253,1,1756.76,0.0,Dormant Customers
CUST00412,529,1,1486.51,0.0,Dormant Customers
CUST00413,-33,4,2693.84,2.0,Loyal Customers
CUST00414,3,1,311.44,1.0,At-Risk Customers
CUST00415,120,2,2282.07,1.0,Loyal Customers
CUST00416,-1,3,1804.88,1.0,Loyal Customers
CUST00417,151,4,2750.0299999999997,0.0,Loyal Customers
CUST00418,-13,3,2381.17,1.0,Loyal Customers
CUST00419,98,2,1795.1,0.0,Loyal Customers
CUST00420,-13,5,4695.67,1.0,Champions
CUST00421,-14,8,6285.45,2.0,Champions
CUST00422,125,2,1075.03,0.0,Loyal Customers
CUST00423,135,3,2349.76,0.0,Loyal Customers
CUST00424,113,2,1297.49,1.0,Loyal Customers
CUST00425,-57,5,3571.95,0.0,Champions
CUST00426,77,2,1478.25,0.0,At-Risk Customers
CUST00427,1,2,331.53,1.0,At-Risk Customers
CUST00428,-59,8,5359.36,1.0,Champions
CUST00429,-47,3,1361.81,1.0,Loyal Customers
CUST00430,-42,4,2817.12,0.0,Loyal Customers
CUST00431,154,2,903.65,0.0,Loyal Customers
CUST00432,112,4,5036.07,0.0,Loyal Customers
CUST00433,-8,7,5386.66,4.0,High-Value But Unhappy
CUST00434,-27,3,1824.26,0.0,Loyal Customers
CUST00435,200,3,1740.56,1.0,Dormant Customers
CUST00436,-52,5,5612.16,0.0,Champions
CUST00437,-12,3,2048.04,0.0,Loyal Customers
CUST00438,64,3,2466.39,3.0,Loyal Customers
CUST00439,119,3,1981.34,1.0,Loyal Customers
CUST00440,64,1,325.03,1.0,At-Risk Customers
CUST00441,211,1,786.67,1.0,Dormant Customers
CUST00442,69,8,4905.34,1.0,Loyal Customers
CUST00443,265,3,1694.35,0.0,Dormant Customers
CUST00444,232,1,520.84,0.0,Dormant Customers
CUST00445,-1,2,2068.62,0.0,At-Risk Customers
CUST00446,26,1,521.16,0.0,At-Risk Customers
CUST00447,-53,8,3821.6,2.0,Champions
CUST00448,136,5,4291.91,3.0,Loyal Customers
CUST00449,209,2,661.52,0.0,Dormant Customers
CUST00450,-4,2,1364.32,0.0,At-Risk Customers
CUST00451,-1,5,4244.52,2.0,Champions
CUST00452,256,6,1929.85,1.0,Dormant Customers
CUST00453,-8,5,3564.87,1.0,Champions
CUST00454,-55,7,5177.76,2.0,Champions
CUST00455,273,3,1616.76,1.0,Dormant Customers
CUST00456,147,4,3440.2,1.0,Loyal Customers
CUST00457,321,2,1371.21,0.0,Dormant Customers
CUST00458,-21,3,1730.31,0.0,Loyal Customers
CUST00459,237,3,2928.0299999999997,2.0,Dormant Customers
CUST00460,-13,12,9567.38,1.0,Champions
CUST00461,194,4,1579.47,0.0,Dormant Customers
CUST00462,35,3,2689.5,1.0,Loyal Customers
CUST00463,-51,7,7375.860000000001,0.0,Champions
CUST00464,106,10,6495.79,3.0,Loyal Customers
CUST00465,177,1,1298.74,0.0,Loyal Customers
CUST00466,-43,12,6279.43,2.0,Champions
CUST00467,-55,3,1620.28,0.0,Loyal Customers
CUST00468,198,2,1077.8600000000001,1.0,Dormant Customers
CUST00469,-60,4,2772.31,0.0,Loyal Customers
CUST00470,166,5,3508.62,2.0,Loyal Customers
CUST00471,126,1,307.23,0.0,Loyal Customers
CUST00472,-35,5,4789.49,0.0,Champions
CUST00473,121,6,3513.72,2.0,Loyal Customers
CUST00474,-60,4,2364.05,1.0,Loyal Customers
CUST00475,-53,10,7340.669999999999,0.0,Champions
CUST00476,140,7,6233.25,3.0,Loyal Customers
CUST00477,-1,5,3519.83,0.0,Champions
CUST00478,-18,4,2005.68,0.0,Loyal Customers
CUST00479,269,1,319.34,1.0,Dormant Customers
CUST00480,148,7,4227.82,0.0,Loyal Customers
CUST00481,-7,4,1811.91,0.0,Loyal Customers
CUST00482,-49,6,3296.44,0.0,Champions
CUST00483,-26,8,5388.37,1.0,Champions
CUST00484,-2,6,6028.98,3.0,High-Value But Unhappy
CUST00485,228,5,2971.02,2.0,Dormant Customers
CUST00486,-18,2,1807.8600000000001,0.0,At-Risk Customers
CUST00487,-38,8,3049.97,6.0,High-Value But Unhappy
CUST00488,217,4,2427.65,0.0,Dormant Customers
CUST00489,210,1,963.44,0.0,Dormant Customers
CUST00490,-27,2,2074.38,1.0,At-Risk Customers
CUST00491,-35,3,1795.63,1.0,Loyal Customers
CUST00492,-10,7,6233.68,1.0,Champions
CUST00493,108,2,1757.06,1.0,Loyal Customers
CUST00494,-45,3,3012.2300000000005,0.0,Loyal Customers
CUST00495,-20,3,2838.69,0.0,Loyal Customers
CUST00496,-7,3,2971.8500000000004,0.0,Loyal Customers
CUST00497,159,1,1724.62,0.0,Loyal Customers
CUST00498,-11,4,2790.75,0.0,Loyal Customers
CUST00499,-34,4,3425.97,1.0,Loyal Customers
CUST00500,-27,4,3749.66,0.0,Loyal Customers
CUST00501,-34,5,3852.58,1.0,Champions
CUST00502,-51,4,2253.2200000000003,0.0,Loyal Customers
CUST00503,-32,8,5763.58,3.0,High-Value But Unhappy
CUST00504,-50,3,3098.74,0.0,Loyal Customers
CUST00505,-57,2,1468.8,0.0,At-Risk Customers
CUST00506,-46,10,9069.6,4.0,High-Value But Unhappy
CUST00507,120,2,3345.6800000000003,0.0,Loyal Customers
CUST00508,-23,2,1632.0,0.0,At-Risk Customers
CUST00509,-37,2,1206.64,0.0,At-Risk Customers
